gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
YEATS2	0.08825543	-0.226299818	2.828408346	0.00481235	0.006596545	-3.562307376
DOK7	-0.141205351	-0.076130101	-2.82831915	0.004813676	0.006597898	-3.562556444
DPYSL2	-0.069061305	0.496894687	-2.827458168	0.004826489	0.006614996	-3.564960213
FRMPD1	-0.168828162	0.767960829	-2.827295976	0.004828906	0.006617843	-3.565412958
LOC286297	-0.151779866	0.42069874	-2.827202356	0.004830302	0.006619291	-3.565674277
AS3MT	-0.0995777	0.190401438	-2.826599456	0.0048393	0.006631154	-3.567356933
DERL3	0.175586501	0.387131971	2.826146596	0.004846068	0.006639962	-3.568620609
EGFL10	0.20552638	-0.057324168	2.826057675	0.004847398	0.006641317	-3.568868715
CALR3	0.068050886	0.461571773	2.825717995	0.004852482	0.006647815	-3.569816407
CBLL1	-0.124573128	0.089416581	-2.825244693	0.004859573	0.006657062	-3.571136719
LYPLAL1	0.196036957	-0.580041109	2.824631626	0.004868773	0.006669196	-3.57284659
KIAA0368	0.152836525	-0.260323365	2.824314079	0.004873544	0.006675262	-3.573732101
TTTY22	0.087977079	-0.405618675	2.82410423	0.0048767	0.006679115	-3.574317232
PGLYRP2	-0.076651884	-0.005913873	-2.823995653	0.004878333	0.006680882	-3.574619965
STX17	0.098347196	0.205545086	2.82363841	0.004883711	0.006687777	-3.575615947
POU3F3	0.080835314	0.060771999	2.821123426	0.004921721	0.006739355	-3.582624151
TARS2	0.087781827	0.073613247	2.819305351	0.004949365	0.006776732	-3.58768656
PAEP	0.124806776	0.137284518	2.818912461	0.004955358	0.006784461	-3.588780138
HNRNPC	0.106902038	-0.089127135	2.818319442	0.004964415	0.006796384	-3.590430478
CLIP4	-0.127334724	-0.208346573	-2.818212374	0.004966052	0.006798147	-3.590728406
LCE1A	-0.104443801	-0.262745713	-2.818043485	0.004968635	0.006801205	-3.591198336
OCC.1	0.217679893	-0.05123987	2.81728846	0.004980197	0.006816553	-3.593298838
NANOG	0.323728707	-0.180067088	2.816599402	0.004990771	0.006830546	-3.595215337
HCCA2	-0.080833049	-0.073140616	-2.816303977	0.00499531	0.006836278	-3.596036871
C15orf29	-0.089380801	0.210053071	-2.816213407	0.004996703	0.006837704	-3.596288717
LUZP1	0.124913908	-0.100748595	2.815695719	0.005004668	0.006848124	-3.597728086
SKI	-0.169857098	0.25538603	-2.814575145	0.00502195	0.006871289	-3.60084282
ICT1	0.142594522	-0.363125782	2.81442773	0.005024228	0.006873922	-3.601252483
HSCB	-0.079005205	0.120727758	-2.813684196	0.005035729	0.006889175	-3.603318425
SLC2A14	0.330310494	0.18378817	2.811790929	0.005065124	0.006928901	-3.608576543
BTBD16	0.357014029	-0.744520019	2.810270027	0.005088849	0.006960868	-3.612797997
HIST1H4E	-0.31365841	0.154276093	-2.810130201	0.005091035	0.00696337	-3.613185991
SIM1	0.064212707	-0.023147317	2.809448741	0.005101703	0.006977471	-3.615076652
ZNF496	0.153754272	0.581387986	2.809035567	0.00510818	0.00698584	-3.616222755
ZNF440	-0.155423421	0.318796923	-2.808975956	0.005109115	0.006986628	-3.616388097
CD68	0.240504898	-0.036299661	2.808918391	0.005110019	0.006987373	-3.61654776
WDR8	-0.10595032	0.062295001	-2.808830931	0.005111391	0.00698876	-3.616790332
UNQ830	-0.166887254	0.1767961	-2.807854088	0.005126744	0.00700926	-3.61949915
KRBA1	-0.070703013	0.196141035	-2.807754819	0.005128306	0.007010904	-3.619774375
DCTN5	-0.137462432	0.062930935	-2.807436904	0.005133313	0.007017257	-3.620655734
NUDT13	0.115037663	0.046868603	2.807010129	0.005140042	0.007025962	-3.621838731
ALDH3A1	-0.1043177	0.236954738	-2.806749677	0.005144152	0.007031087	-3.622560606
TRHR	0.140830246	-0.165390419	2.804024517	0.005187336	0.007089614	-3.630109783
GPR143	-0.284984363	0.220280882	-2.803524265	0.005195299	0.007099999	-3.631494791
GLYCAM1	-0.145026679	0.400218741	-2.801924444	0.005220838	0.007134401	-3.635922469
STARD13	0.076300734	0.055763953	2.800723329	0.005240088	0.007160204	-3.639245061
EFCAB2	0.101661969	-0.163278088	2.800688513	0.005240646	0.007160465	-3.639341348
NUP37	-0.17019942	0.028804517	-2.799874018	0.005253737	0.007177849	-3.641593631
ZNF414	-0.080544191	0.253266826	-2.799322527	0.005262618	0.007189478	-3.643118277
NYX	-0.127287167	0.515102458	-2.798942758	0.005268741	0.007197339	-3.644168012
SCYL1BP1	0.127882179	-0.228503599	2.798402383	0.005277465	0.007208751	-3.645661442
PI4KB	-0.064729623	0.13284853	-2.798378118	0.005277858	0.007208781	-3.645728499
C19orf19	-0.094982926	-0.060532768	-2.797686692	0.00528904	0.007223548	-3.647638961
LMAN1L	0.122676877	0.290983293	2.796851201	0.005302581	0.007241535	-3.649946871
GSTM4	-0.168786458	0.2029276	-2.796278753	0.005311877	0.007253721	-3.651527779
CPA3	0.17605627	0.479423347	2.79600434	0.005316338	0.007259305	-3.652285503
CGB	-0.12552707	0.594881926	-2.795973439	0.005316841	0.007259483	-3.652370822
KRT15	-0.143266267	0.43685321	-2.795757673	0.005320352	0.007263767	-3.652966551
EML4	0.071767067	-0.083980973	2.795366118	0.005326728	0.007271963	-3.654047513
ITM2B	0.128573266	-0.065564158	2.79501521	0.005332448	0.007279262	-3.655016136
KRT86	-0.067056758	0.105676522	-2.793166396	0.005362677	0.007320015	-3.660117517
MYPN	0.154780584	-0.161390051	2.790584955	0.005405144	0.007377466	-3.667234892
DHRS4L2	0.108943521	0.353777526	2.789480175	0.005423412	0.007401881	-3.670278951
SLC39A13	-0.101959402	0.369680815	-2.788970891	0.005431852	0.00741288	-3.671681811
LOC388931	0.091432674	-0.162885865	2.788187357	0.00544486	0.007430112	-3.673839624
RPS18	-0.216291429	1.13801488	-2.7878006	0.005451291	0.007438367	-3.674904513
GPR156	-0.087462895	0.154654965	-2.787465268	0.005456873	0.007445462	-3.675827694
GINS2	-0.127138613	-0.008203716	-2.786413714	0.005474409	0.007468866	-3.678721956
HRH4	-0.205108615	0.696415811	-2.785540682	0.005489007	0.007488259	-3.681124049
TXNDC11	-0.073667145	-0.05136909	-2.785358142	0.005492064	0.007491904	-3.681626202
MS4A12	-0.09541739	0.436602055	-2.784875486	0.005500154	0.007502415	-3.682953798
PCOLCE2	-0.182057481	-0.001111917	-2.784366612	0.005508695	0.007513539	-3.684353267
PRICKLE2	-0.168630927	0.474884821	-2.784213879	0.005511261	0.007516513	-3.684773253
MAPK15	-0.174196306	1.182603223	-2.783887182	0.005516753	0.007523476	-3.685671531
LYSMD4	0.124374758	0.148860425	2.783775644	0.005518629	0.007525508	-3.685978191
SIKE	0.13953947	0.103933565	2.783204452	0.005528245	0.007538095	-3.687548416
AURKA	0.135199077	0.081288715	2.782775689	0.005535474	0.007547423	-3.688726892
UBR1	0.251381568	-0.803945109	2.782428435	0.005541335	0.007554886	-3.68968121
PPIA	0.09157779	0.291145468	2.782396914	0.005541867	0.007555083	-3.689767827
TOP2A	-0.438424749	0.194385065	-2.781905224	0.005550176	0.007565881	-3.691118866
ADM2	-0.075146403	0.091612972	-2.781303917	0.005560353	0.007579223	-3.692770782
TDRD3	0.155265913	-0.155488853	2.780914918	0.005566945	0.007587679	-3.693839262
SLC15A2	-0.223618863	-0.083096851	-2.780780934	0.005569217	0.007590245	-3.694207244
OR52E4	-0.48044568	0.938519017	-2.779434899	0.005592092	0.007620887	-3.697903143
SUGT1	0.091603086	-0.168156572	2.778732071	0.00560407	0.007636676	-3.699832252
STX16	0.13752272	-0.180672451	2.778607333	0.005606198	0.007639042	-3.700174578
BLOC1S1	-0.150671255	0.603100965	-2.777267321	0.005629106	0.007669308	-3.703851132
CENPP	0.087866454	-0.071246765	2.777262033	0.005629197	0.007669308	-3.703865637
FLT4	-0.053047406	0.080145004	-2.776686014	0.005639071	0.007682223	-3.705445508
CDT1	-0.104100848	0.348851371	-2.776612834	0.005640326	0.007683397	-3.705646198
DLK1	-0.119184525	0.277464588	-2.77647721	0.005642654	0.00768603	-3.706018122
C1orf125	-0.1206945	0.025894694	-2.775154548	0.005665398	0.007716471	-3.709644363
BCMO1	-0.374198141	0.313808651	-2.774661345	0.0056739	0.007727512	-3.710996105
MEFV	-0.115779742	0.007832251	-2.774597332	0.005675004	0.007728476	-3.711171531
CCDC68	0.186036101	0.215377292	2.774565258	0.005675558	0.007728689	-3.711259426
ZNF552	0.132472674	-0.083165955	2.774442181	0.005677682	0.007731041	-3.711596701
OR8K3	-0.266754583	0.741306805	-2.774412409	0.005678196	0.007731201	-3.711678287
EIF5A	0.577692309	-0.581314403	2.770761096	0.005741543	0.007816906	-3.721677413
MSGN1	0.117424926	0.437347259	2.770321077	0.00574922	0.007826811	-3.722881536
LOC729620	0.118070183	0.254111795	2.769782814	0.005758624	0.007839065	-3.724354253
IKZF4	-0.101543099	0.119526169	-2.76932457	0.00576664	0.00784943	-3.725607812
TAS2R4	0.117651317	0.1484738	2.768729082	0.005777073	0.007863081	-3.727236509
PPIL2	-0.078685786	0.380356438	-2.767783528	0.005793673	0.007885125	-3.729821955
KIAA0913	-0.157182468	0.16413904	-2.767013416	0.005807226	0.007903018	-3.731927047
HMMR	0.142138446	-0.261109591	2.765002901	0.005842742	0.007950796	-3.737420069
CACNG4	0.201361087	0.432008917	2.764966759	0.005843382	0.007951112	-3.737518778
LOC286109	0.188388261	0.229010637	2.764861969	0.005845239	0.007953083	-3.737804967
SPANXF1	-0.11565494	0.701224316	-2.764499018	0.005851673	0.007961283	-3.738796137
PCSK7	-0.209629102	2.897117639	-2.762152515	0.00589343	0.008017533	-3.745201046
RTL1	0.088934271	-0.006417683	2.762125578	0.005893911	0.008017628	-3.745274538
HIST1H2AI	-0.118290214	0.004855436	-2.760966023	0.005914646	0.008045273	-3.748437612
IL2	-0.463265236	1.409556515	-2.760762257	0.005918297	0.008049677	-3.748993319
LOC126147	-0.194259969	0.233402963	-2.759305006	0.005944464	0.008084703	-3.752966329
EFNA2	0.081177049	0.170355159	2.758555197	0.005957968	0.008102504	-3.755009787
HIVEP3	-0.119299949	0.077918845	-2.758373431	0.005961246	0.008106396	-3.755505074
FLJ22374	-0.100711705	-0.001927649	-2.75804283	0.005967212	0.008113943	-3.756405833
C16orf24	-0.085884878	0.036378453	-2.757538141	0.00597633	0.008125774	-3.757780708
OR10A6	0.101623917	0.311010601	2.756914958	0.005987606	0.008140538	-3.759478046
PTCD1	-0.083125506	0.337443861	-2.756803587	0.005989624	0.008142713	-3.759781343
OR52E6	0.122477173	0.010545078	2.756662511	0.00599218	0.008145619	-3.760165518
RPUSD4	0.220510911	-0.408411266	2.755667763	0.006010232	0.008169589	-3.762873854
ATP2A3	-0.082429397	0.008196025	-2.755327117	0.006016425	0.008177436	-3.763801089
hCG_1645727	0.109321467	-0.226515793	2.754891397	0.006024354	0.008187643	-3.764986949
LILRA1	-0.220120465	0.027646909	-2.754709053	0.006027676	0.008191586	-3.765483166
KRT76	-0.153582131	-0.121440814	-2.753998696	0.006040631	0.008208619	-3.767415965
SCNN1B	-0.122544567	0.688298519	-2.753372795	0.006052066	0.008223585	-3.769118565
EEF2K	-0.148514073	0.119592699	-2.753199559	0.006055234	0.008227317	-3.76958974
WDR62	0.075228143	-0.193469147	2.752463773	0.006068709	0.00824505	-3.771590645
RNF168	0.112539402	-0.321502198	2.750657124	0.006101909	0.008289578	-3.776501449
LOC339751	0.093427139	0.009721627	2.749707108	0.006119432	0.008312805	-3.7790825
FMO1	-0.075206237	0.470562088	-2.749392636	0.006125243	0.008320118	-3.779936682
ZNF573	-0.189537866	-0.399035519	-2.749042478	0.006131719	0.008328334	-3.780887683
CYP4Z2P	0.085066017	0.614376816	2.748492058	0.006141911	0.008341596	-3.78238234
DNMT3A	-0.076441886	-0.216278825	-2.747402564	0.00616213	0.008368473	-3.785339978
IL12RB1	0.066088416	-0.011478288	2.747285268	0.00616431	0.008370851	-3.785658332
C1orf121	-0.127421749	-0.090509893	-2.745911409	0.006189901	0.008405016	-3.789386142
FEV	0.066537098	0.230855009	2.745647582	0.006194826	0.008411117	-3.7901018
PPAN	0.088641196	0.256322442	2.745569422	0.006196286	0.008412513	-3.790313804
PHLDB2	-0.370170077	0.956600262	-2.744286015	0.0062203	0.008444528	-3.793794108
SCD5	0.092772522	-0.053873991	2.743806917	0.006229286	0.008456138	-3.795092907
LOC497256	0.116832568	0.3613948	2.743528969	0.006234504	0.008462633	-3.795846299
ZSWIM5	-0.098247466	0.086552973	-2.740593552	0.00628986	0.008537177	-3.803798347
HBD	-0.222669189	-0.28352582	-2.74006189	0.006299933	0.008550254	-3.805237726
USP3	-0.065088817	0.19725385	-2.739601367	0.00630867	0.008561516	-3.806484291
OR51T1	0.075043859	0.411186955	2.739337705	0.006313677	0.008567714	-3.80719789
CD96	0.088887195	0.097002802	2.737923074	0.006340604	0.008603654	-3.811025436
TTTY16	-0.175289251	0.527773999	-2.737896466	0.006341111	0.008603744	-3.81109741
IL10RB	-0.107706761	-0.401483545	-2.737571187	0.006347318	0.008611565	-3.811977229
MAP4K5	0.097028477	-0.182079081	2.737334946	0.006351829	0.008617086	-3.812616153
CTRB1	-0.085974594	0.242738688	-2.734996051	0.006396646	0.008677283	-3.818938889
SELM	-0.20124424	0.378234024	-2.734048253	0.006414889	0.008701424	-3.821499565
FLJ35816	-0.110519245	0.182177794	-2.73338684	0.006427647	0.008718123	-3.823285999
C8orf13	0.217995892	0.094967508	2.733255074	0.006430192	0.008720732	-3.823641838
TRPC7	0.14876453	0.314859743	2.733240865	0.006430466	0.008720732	-3.82368021
TSGA13	-0.1483988	-0.291193974	-2.733066355	0.006433837	0.008724697	-3.824151454
ITGB3	-0.102595184	0.11693724	-2.733000147	0.006435117	0.008725825	-3.824330234
NPAT	0.109320489	-0.183606407	2.732636889	0.006442141	0.008734742	-3.825311055
PGBD4	0.162536432	0.303538032	2.731848791	0.006457404	0.008754827	-3.827438531
tAKR	0.107664505	-0.151179856	2.731793606	0.006458474	0.008755669	-3.827587479
IDH3G	0.070439639	0.016534294	2.731676064	0.006460753	0.00875815	-3.827904729
DENND2C	-0.08264915	0.219765408	-2.730647131	0.006480739	0.00878463	-3.830681262
SREBF1	-0.132133072	0.168628689	-2.73043143	0.006484935	0.008789708	-3.831263196
PCCA	0.055457174	0.140870943	2.729759168	0.006498031	0.008806845	-3.833076573
AIFM2	-0.177176069	-0.009018033	-2.7270023	0.006551982	0.008879349	-3.840508464
NCLN	0.103978795	0.081871837	2.726729852	0.006557336	0.008885986	-3.84124252
BCL2L14	0.078588897	0.238859645	2.726477448	0.006562299	0.008892094	-3.841922512
TOM1L2	0.072819796	0.296345533	2.724952199	0.006592364	0.008932211	-3.846030303
CYP3A7	0.11209304	-0.101708814	2.724507998	0.006601143	0.008943485	-3.847226198
MDK	-0.312054048	-0.047980209	-2.724475975	0.006601777	0.008943721	-3.847312405
CETN1	0.100471209	0.119913852	2.724258965	0.00660607	0.008948915	-3.847896573
ATP7A	0.149088603	0.028952482	2.724231941	0.006606605	0.008949017	-3.847969316
C10orf122	-0.092772144	0.040450141	-2.724130011	0.006608622	0.008951128	-3.848243681
C9orf144	-0.575960748	1.856916599	-2.721451537	0.006661837	0.009022579	-3.855449755
FAM69A	0.162979545	-0.501633125	2.719341887	0.006704023	0.009079082	-3.8611206
OR2AK2	0.082935103	0.063184823	2.719183599	0.006707198	0.009082751	-3.861545912
CD247	-0.146306307	0.176779232	-2.719120299	0.006708468	0.009083839	-3.861715991
KIAA0020	-0.076570685	0.267465657	-2.718977375	0.006711336	0.009087092	-3.862099992
TRIM40	0.111986251	0.338458058	2.718551333	0.006719893	0.009098046	-3.863244539
OR2A2	-0.081906003	0.266254323	-2.718332594	0.00672429	0.009103367	-3.863832109
FAM110C	0.40049461	0.664910667	2.718226536	0.006726423	0.009105622	-3.86411698
ITGAD	-0.178175	0.518415061	-2.717380199	0.006743465	0.009128058	-3.866389854
SPANXA2	0.201327928	0.393979947	2.717296857	0.006745145	0.009129698	-3.866613634
ZNF320	0.088120983	0.18161328	2.716445854	0.006762325	0.009152315	-3.868898272
GDF10	0.127989132	-0.302822923	2.716099195	0.006769334	0.009161166	-3.869828723
SEMA3A	0.156345084	-0.358143493	2.715904748	0.006773269	0.009165854	-3.87035058
ZNF595	0.067161431	0.048997779	2.715379694	0.006783903	0.009179607	-3.871759539
CLDN4	0.068879632	0.30612504	2.714732374	0.006797035	0.009196738	-3.873496223
HMCN1	-0.295263877	0.004896935	-2.71456577	0.006800418	0.009200677	-3.873943136
ZNF313	-0.077320745	-0.051835524	-2.714459674	0.006802574	0.009202954	-3.874227724
FRRS1	-0.218041959	0.40115948	-2.713250638	0.006827179	0.009235601	-3.877470022
TEX101	-0.153841734	-0.322507071	-2.712910105	0.006834124	0.009244354	-3.878382981
KSR2	-0.057835717	0.40254473	-2.712858833	0.006835171	0.009244862	-3.878520431
ARMETL1	-0.085645548	0.180576203	-2.71284523	0.006835448	0.009244862	-3.878556895
SPTA1	-0.099173306	0.239302217	-2.71249473	0.006842604	0.009253898	-3.879496437
LOC391322	-0.35622679	-0.334176991	-2.711438322	0.006864213	0.009282478	-3.8823275
KLRG1	-0.264146927	0.05634259	-2.711222719	0.006868631	0.009287807	-3.882905161
PTPN12	-0.126171319	-0.00632185	-2.710954942	0.006874121	0.009294587	-3.883622548
SH3BP5	0.063179687	0.06571584	2.710644158	0.006880499	0.009302564	-3.884455065
ABTB1	0.191313077	0.271695395	2.710501568	0.006883426	0.009305876	-3.884836999
OSBPL2	0.068808599	0.242760635	2.71038169	0.006885888	0.009308559	-3.885158082
MRPL51	0.081132392	-0.019956937	2.709465617	0.00690473	0.009333383	-3.887611251
LOC388284	-0.133526692	-0.155830993	-2.708538734	0.006923841	0.009358567	-3.890092541
ABCC6	-0.154172275	0.116985134	-2.707692976	0.006941321	0.009381543	-3.892355935
TWISTNB	-0.079442209	0.173944182	-2.707492286	0.006945475	0.009386506	-3.892892911
ORC2L	0.075736278	-0.03338572	2.707391244	0.006947567	0.009388682	-3.893163251
KRTAP3.2	-0.099022948	0.495208654	-2.707019291	0.006955273	0.009398445	-3.894158335
PRPF38B	0.072394463	-0.154552034	2.706868463	0.0069584	0.009402018	-3.894561803
C17orf61	0.091651868	0.215962608	2.706239372	0.006971457	0.009419007	-3.896244406
BBS1	0.097145209	-0.114230307	2.704067921	0.007016694	0.009479469	-3.902049354
PCYT2	0.136571572	0.128625137	2.703089389	0.007037166	0.009506467	-3.904663773
hCG_26523	-0.069364867	0.388187399	-2.70218847	0.007056062	0.009531332	-3.90707001
LHX5	-0.167196666	-0.565079008	-2.701776269	0.007064722	0.00954237	-3.908170684
UBXD5	0.161381172	0.151039186	2.700786458	0.007085558	0.009569849	-3.910813042
WDR34	-0.09761623	0.187230951	-2.700519604	0.007091185	0.009576785	-3.911525259
NOM1	-0.08112333	-0.24543248	-2.700491792	0.007091771	0.009576913	-3.911599485
LOC654433	-0.393772259	-0.13037259	-2.699609946	0.007110395	0.009601399	-3.913952572
GSPT1	-0.08300745	0.053802058	-2.699551548	0.00711163	0.009602401	-3.914108371
ZNF311	-0.111805134	0.029965452	-2.699282636	0.007117319	0.009609416	-3.914825763
FBXL6	0.147757324	1.100703373	2.697442587	0.007156356	0.009661452	-3.919732677
L3MBTL4	0.083110747	0.179977112	2.695959966	0.00718795	0.009703434	-3.923684046
ATXN2L	0.080915371	-0.08836879	2.694964286	0.007209238	0.009731497	-3.926336462
OR52I1	0.068289477	0.280820573	2.694623583	0.007216535	0.009740673	-3.92724385
C19orf40	-0.212045781	4.199939832	-2.693501061	0.007240625	0.009772511	-3.930232641
PDGFD	0.158976924	0.120269072	2.693414548	0.007242484	0.009774344	-3.930462936
TECTB	-0.076566344	0.177316906	-2.692370376	0.007264962	0.009804002	-3.933241935
DGCR12	-0.164399737	-0.516093732	-2.691533559	0.007283022	0.009827693	-3.93546831
EMX1	0.148210114	-0.201090613	2.691422886	0.007285414	0.009830239	-3.935762706
CLPP	0.092585234	-0.233675214	2.691395347	0.007286009	0.009830361	-3.935835961
LGALS1	0.158981114	-0.233354696	2.690831666	0.007298201	0.00984613	-3.937335192
OR10A7	0.076920241	0.145463358	2.690511248	0.00730514	0.009854809	-3.938187275
ZFP92	-0.104446147	0.09926724	-2.688542681	0.0073479	0.009911807	-3.94342008
TGFBRAP1	-0.20633872	0.382891929	-2.68698643	0.007381863	0.009956932	-3.947554218
ZNF582	0.158574716	-0.528414136	2.686525685	0.007391946	0.009969841	-3.948777725
LOC648949	0.123053667	0.253149627	2.685926991	0.007405065	0.009986845	-3.950367247
SUV39H2	0.141731909	0.197535987	2.685565367	0.007413	0.009996854	-3.951327186
POSTN	-0.298830344	-0.278975556	-2.685315183	0.007418493	0.01000357	-3.95199123
KRTAP9.9	-0.068907043	0.147797787	-2.685285971	0.007419135	0.010003744	-3.952068761
DIXDC1	0.228208976	-0.794353357	2.685162822	0.007421841	0.0100067	-3.9523956
RPL37A	-0.232094235	1.421545716	-2.684981926	0.007425817	0.010011368	-3.952875674
LQK1	0.329054578	-0.575733123	2.68451429	0.007436105	0.010024545	-3.95411657
HADH	0.096099113	-0.030409865	2.683835518	0.007451061	0.010044011	-3.955917353
C18orf8	-0.066783757	-0.079406633	-2.683494406	0.007458587	0.010053461	-3.956822154
RNGTT	0.109926186	-0.183990172	2.683103089	0.007467229	0.010064414	-3.957859986
SPHK2	-0.091413584	0.375185263	-2.682858142	0.007472643	0.010071014	-3.958509547
UBC	0.141591524	0.674054343	2.682007058	0.007491482	0.010095706	-3.960766035
ATF7	-0.140904619	0.081411521	-2.680661479	0.007521355	0.010135262	-3.964332152
TARP	-0.233261148	-0.20829631	-2.6788668	0.007561364	0.010188471	-3.969085768
OR1J1	-0.083243035	0.274562291	-2.678221752	0.007575791	0.010207205	-3.970793565
ENOX2	-0.097193066	-0.243246267	-2.678130573	0.007577832	0.010209249	-3.971034933
SRCRB4D	0.107527008	-0.004129937	2.678103511	0.007578438	0.01020936	-3.971106569
SLC31A1	0.061755947	0.041225786	2.677298222	0.007596489	0.01023297	-3.973237953
IRX5	-0.087128321	0.360925708	-2.676586565	0.007612473	0.010253793	-3.975120994
PAQR4	0.226379555	-0.412160525	2.67632442	0.007618369	0.010261025	-3.975814503
hCG_1790950	-0.13850747	0.185845692	-2.675604317	0.007634585	0.010282156	-3.977719211
ARNTL	-0.170764705	-0.277391414	-2.675514668	0.007636606	0.010284167	-3.977956303
MGC15523	0.062232519	0.035594587	2.674492057	0.007659693	0.010314545	-3.980660206
CDH6	0.135602009	0.156942134	2.674295263	0.007664143	0.010319825	-3.981180437
PSORS1C2	-0.288550801	0.371684994	-2.674045276	0.0076698	0.010326728	-3.981841231
NICN1	0.185336383	0.203118035	2.673992949	0.007670984	0.010327609	-3.981979539
TMOD1	0.136411978	-0.034519317	2.673605479	0.00767976	0.01033871	-3.983003604
LOC642826	-0.114732993	0.027704303	-2.672479686	0.007705309	0.010372388	-3.985978196
MAPK1	0.11745532	-0.273458308	2.672336592	0.007708562	0.01037605	-3.986356195
GPR83	-0.314937792	0.116789161	-2.671332346	0.007731426	0.010406107	-3.989008459
LRAT	-0.249718185	-0.004543278	-2.671113232	0.007736422	0.010412113	-3.989587019
C14orf153	-0.060756435	0.25438899	-2.670888723	0.007741545	0.010418288	-3.990179778
CCNK	-0.154865701	0.187014899	-2.669978845	0.007762337	0.010445548	-3.992581577
MAP3K12	0.140964317	0.240060116	2.669906455	0.007763993	0.010447055	-3.99277263
FLJ10769	0.06675312	0.007054769	2.669740871	0.007767783	0.010451434	-3.993209622
GEMIN4	0.095295411	-0.224781234	2.668861791	0.007787932	0.01047782	-3.995529161
KRTAP12.1	0.085248231	-0.168894214	2.668610908	0.007793691	0.010484844	-3.996191002
LOC285043	0.229298024	0.382520844	2.666897821	0.007833116	0.010537156	-4.000708582
RFPL3	0.175962603	-0.185397324	2.666138369	0.007850652	0.010560015	-4.00271042
8-Mar	-0.095152573	0.194837443	-2.665835349	0.007857658	0.01056871	-4.003508997
TRIM68	-0.063612245	-0.013346956	-2.663972733	0.007900849	0.01062607	-4.008415756
OR51I1	-0.083757328	0.048510268	-2.663740293	0.007906254	0.010632605	-4.009027845
LOC285505	-0.079491258	0.044001107	-2.66310469	0.00792105	0.010651768	-4.010701326
RPL13A	-0.108081796	0.592979493	-2.663009882	0.007923259	0.010654004	-4.010950913
LOC492311	-0.126425098	0.13707317	-2.662858569	0.007926786	0.010658011	-4.011349234
RP11.138L21.1	0.379661738	-0.016385092	2.662285345	0.007940161	0.010675257	-4.012858004
CXorf22	0.086142551	0.251421441	2.66163262	0.007955414	0.010695027	-4.014575642
SAMD10	0.152948187	0.994026368	2.660539329	0.007981023	0.010728	-4.017451695
RPL14	-0.090980076	0.125830158	-2.660538512	0.007981042	0.010728	-4.017453845
DCUN1D4	0.117058896	-0.082337322	2.660111555	0.007991063	0.010740729	-4.018576701
CCDC110	0.069116612	0.030294909	2.659634797	0.008002265	0.010755045	-4.019830317
LCE2A	-0.080889077	0.080952227	-2.658241778	0.00803508	0.010798402	-4.023491953
TRIT1	0.101253712	-0.367566921	2.657531646	0.008051854	0.0108202	-4.025357853
NSUN5B	-0.083782328	0.01028369	-2.655964702	0.008088979	0.010869339	-4.029473333
ZNF574	0.111059955	0.239870356	2.655835389	0.00809205	0.010872715	-4.029812859
ZNF697	0.055187501	-0.132013967	2.655604866	0.008097526	0.010878773	-4.030418083
GALNACT.2	0.218796496	-0.588115411	2.655598614	0.008097675	0.010878773	-4.030434497
C21orf29	0.081155219	-0.043570317	2.655224799	0.008106563	0.010889597	-4.031415817
PAX5	-0.177791291	0.232549819	-2.655212743	0.008106849	0.010889597	-4.031447462
NUP155	0.118397228	-0.089110424	2.654010763	0.008135488	0.010927313	-4.034601899
GHRL	-0.119861664	0.337353592	-2.653220525	0.008154366	0.010951914	-4.036675013
WRB	-0.276308864	-0.242111797	-2.6527138	0.008166491	0.010967444	-4.038004039
ALK	-0.094989534	0.454226108	-2.652256939	0.008177438	0.010981388	-4.03920207
LOC285957	-0.138673891	0.695190579	-2.651959891	0.008184562	0.010990198	-4.039980911
USF2	-0.122346048	0.221781812	-2.651579672	0.008193689	0.011001696	-4.040977699
PMAIP1	-0.21948638	0.107843579	-2.649777242	0.008237081	0.011059196	-4.045701072
HNF4A	0.079150465	-0.137801687	2.649145426	0.00825234	0.01107892	-4.047356036
TMEM53	0.146737624	0.422297035	2.648615411	0.00826516	0.011095366	-4.048744048
HOXB1	0.108733746	0.39225315	2.648421301	0.008269859	0.01110091	-4.049252318
ADRB3	-0.137824199	0.071450227	-2.647809711	0.008284682	0.011120042	-4.050853507
C17orf63	0.085947365	-2.17E-05	2.647532666	0.008291405	0.011128298	-4.051578713
LOC441476	-0.101012804	0.018931657	-2.646711184	0.008311366	0.01115391	-4.053728623
FAM112A	-0.149136077	0.542315648	-2.646688642	0.008311915	0.01115391	-4.053787609
HIST1H2AB	0.079647202	0.283328611	2.646676748	0.008312204	0.01115391	-4.053818729
ABLIM1	-0.0727273	0.198487052	-2.64339846	0.008392303	0.011260617	-4.062391755
ZNF592	0.062442283	-0.018414576	2.643180483	0.008397653	0.01126702	-4.062961418
ZNF746	0.087250053	0.198122494	2.642767058	0.008407809	0.011279231	-4.064041734
ANKRD18B	-0.162039632	-0.333016034	-2.642762867	0.008407912	0.011279231	-4.064052685
DLEU2	0.059266041	0.250694442	2.642303489	0.00841921	0.01129361	-4.065252886
OR5BF1	0.189219834	-0.210278294	2.641462875	0.00843992	0.011320611	-4.067448598
IPO8	0.148352989	-0.209127426	2.641129108	0.008448155	0.011330877	-4.068320221
